athlete,fis_code,date,location,nation,category,discipline,rank,fis_points,cup_points
조완희,188938,2024-03-13,Cuiyunshan Galaxy Ski Resort,,Asian Cup,Parallel Slalom,6,80.00,40.00
박제윤,154866,2024-03-13,Yongpyong Resort,,FIS,Giant Slalom,3,50.45,
정민식,189170,2024-03-12,Yongpyong Resort,,FIS,Slalom,2,33.34,
김소희,177571,2024-03-12,Akan,,National Championships,Giant Slalom,DNF1,,
조완희,188938,2024-03-12,Cuiyunshan Galaxy Ski Resort,,Asian Cup,Parallel Giant Slalom,5,90.00,45.00
김건희,261977,2024-03-12,Tiger Ridge Mountain Park,,Asian Cup,Halfpipe,1,60.00,100.00
박제윤,154866,2024-03-12,Yongpyong Resort,,FIS,Slalom,DNF2,,
이한희,188824,2024-03-12,Yongpyong Resort,,FIS,Slalom,1,23.08,
정민식,189170,2024-03-11,Yongpyong Resort,,FIS,Slalom,2,30.80,
박제윤,154866,2024-03-11,Yongpyong Resort,,FIS,Slalom,1,23.02,
이한희,188824,2024-03-11,Yongpyong Resort,,FIS,Slalom,3,30.96,
이상호,163744,2024-03-10,Winterberg,,World Cup,Parallel Slalom Team,9,,29.00
윤신이,258758,2024-03-10,Mègève,,European Cup,Moguls,DNF,,
장유진,203633,2024-03-09,Laax,,European Cup Premium,Freeski Halfpipe,2,119.70,120.00
이윤승,252896,2024-03-09,Almaty,,World Cup,Dual Moguls,26,50.00,5.00
이지오,261333,2024-03-09,Laax,,European Cup Premium,Halfpipe,3,198.40,90.00
이나윤,212759,2024-03-09,Laax,,European Cup Premium,Halfpipe,8,55.40,48.00
이상호,163744,2024-03-09,Winterberg,,Qualification,Parallel Slalom,1,,
윤신이,258758,2024-03-09,Mègève,,European Cup,Moguls,5,130.50,45.00
정대윤,229480,2024-03-09,Almaty,,World Cup,Dual Moguls,23,80.00,8.00
정민식,189170,2024-03-08,Yong Pyong,,FIS,Giant Slalom,5,52.99,
이윤승,252896,2024-03-08,Almaty,,World Cup,Moguls,27,45.00,4.00
이한희,188824,2024-03-08,Yong Pyong,,FIS,Giant Slalom,2,44.45,
정대윤,229480,2024-03-08,Almaty,,World Cup,Moguls,5,450.00,45.00
이한희,188824,2024-03-07,Yong Pyong,,FIS,Giant Slalom,6,53.78,
박제윤,154866,2024-03-06,Yong Pyong,,FIS,Slalom,DNF2,,
이의진,221223,2024-03-06,Sapporo shirahatayama,,National Championships,15 km C,7,123.72,
이한희,188824,2024-03-06,Yong Pyong,,FIS,Slalom,1,23.00,
이지예,212563,2024-03-05,Alpensia Cross-Country Center,,FIS,15 km F Mst,4,172.54,
이건용,154934,2024-03-05,Alpensia Cross-Country Center,,FIS,30 km F Mst,3,117.47,
정종원,136287,2024-03-05,Alpensia Cross-Country Center,,FIS,30 km F Mst,5,134.12,
한다솜,162284,2024-03-05,Alpensia Cross-Country Center,,FIS,15 km F Mst,2,123.10,
이진복,229490,2024-03-05,Alpensia Cross-Country Center,,FIS,30 km F Mst,2,101.32,
제상미,195562,2024-03-05,Alpensia Cross-Country Center,,FIS,15 km F Mst,3,167.13,
이준서,229479,2024-03-05,Alpensia Cross-Country Center,,FIS,30 km F Mst,7,178.59,
조완희,188938,2024-03-05,High1resort,,Asian Cup,Parallel Slalom,2,160.00,80.00
이지예,212563,2024-03-04,Alpensia Cross-Country Center,,FIS,10 km C Mst,5,248.21,
제상미,195562,2024-03-04,Alpensia Cross-Country Center,,FIS,10 km C Mst,2,181.86,
이진복,229490,2024-03-04,Alpensia Cross-Country Center,,FIS,15 km C Mst,2,85.65,
이건용,154934,2024-03-04,Alpensia Cross-Country Center,,FIS,15 km C Mst,8,193.02,
정종원,136287,2024-03-04,Alpensia Cross-Country Center,,FIS,15 km C Mst,5,135.48,
조완희,188938,2024-03-04,High1resort,,Asian Cup,Parallel Giant Slalom,1,240.00,100.00
이한희,188824,2024-03-03,Jisan Forest Resort,,FIS,Slalom,1,31.56,
장선웅,270266,2024-03-03,Oberhof,,FIS Cup,Normal Hill HS100,DNS,,
이의진,221223,2024-03-02,Sapporo shirahatayama,,Far East Cup,10 km F,7,147.54,36
조완희,188938,2024-03-02,Akan,,FIS,Parallel Giant Slalom,2,144.00,
이한희,188824,2024-03-02,Jisan Forest Resort,,Entry League FIS,Giant Slalom,9,77.74,
장선웅,270266,2024-03-02,Oberhof,,FIS Cup,Normal Hill HS100,DNS,,
이의진,221223,2024-03-01,Sapporo shirahatayama,,Far East Cup,5 km C,21,197.58,10
박제윤,154866,2024-02-29,Sugadairakohgen,,Far East Cup,Slalom,DSQ2,,
이한희,188824,2024-02-29,Sugadairakohgen,,Far East Cup,Slalom,DNF1,,
김소희,177571,2024-02-29,Sugadairakohgen,,Far East Cup,Slalom,1,17.98,100
박제윤,154866,2024-02-28,Sugadairakohgen,,Far East Cup,Giant Slalom,DNQ1,,
이채운,239112,2024-02-28,Yongpyong,,National Championships,Big Air,1,80.00,
김소희,177571,2024-02-28,Sugadairakohgen,,Far East Cup,Giant Slalom,5,38.14,45
신영섭,233691,2024-02-28,Yongpyong,,National Championships,Freeski Big Air,2,40.70,
정대윤,229480,2024-02-28,Yongpyong,,National Championships,Freeski Big Air,4,27.10,
이동헌,239111,2024-02-27,Yongpyong,,National Championships,Slopestyle,2,72.70,
이채운,239112,2024-02-27,Yongpyong,,National Championships,Slopestyle,1,90.00,
신영섭,233691,2024-02-27,Yongpyong,,National Championships,Freeski Slopestyle,2,40.40,
김다은,235623,2024-02-24,Welli Hilli,,National Championships,Freeski Halfpipe,1,80.00,
장유진,203633,2024-02-24,Welli Hilli,,National Championships,Freeski Halfpipe,2,59.40,
문희성,239278,2024-02-24,Welli Hilli,,National Championships,Freeski Halfpipe,1,70.00,
이채운,239112,2024-02-24,Welli Hilli,,National Championships,Halfpipe,1,180.00,
이승훈,235622,2024-02-24,Welli Hilli,,National Championships,Freeski Halfpipe,6,13.60,
김건희,261977,2024-02-24,Welli Hilli,,National Championships,Halfpipe,2,142.30,
이지오,261333,2024-02-24,Welli Hilli,,National Championships,Halfpipe,DNS,,
이나윤,212759,2024-02-24,Welli Hilli,,National Championships,Halfpipe,1,50.00,
이윤승,252896,2024-02-22,High1resort,,FIS,Moguls,2,96.00,
정대윤,229480,2024-02-22,High1resort,,FIS,Moguls,1,120.00,
윤신이,258758,2024-02-22,High1resort,,FIS,Moguls,1,,
우수빈,229485,2024-02-19,Pheonix PyeongChang,,FIS,Snowboard Cross,DNS,,
김다은,235623,2024-02-17,Calgary,,World Cup,Freeski Halfpipe,10,136.40,26.00
문희성,239278,2024-02-17,Calgary,,World Cup,Freeski Halfpipe,26,73.00,5.00
유승은,261339,2024-02-17,Fukushima Yama,,Asian Cup,Big Air,DNS,,
이승훈,235622,2024-02-17,Calgary,,World Cup,Freeski Halfpipe,3,690.70,60.00
장유진,203633,2024-02-17,Calgary,,World Cup,Freeski Halfpipe,11,97.50,24.00
김소희,177571,2024-02-16,Yong Pyong,,FIS,Slalom,1,28.94,
이승훈,235622,2024-02-16,Calgary,,Qualification,Freeski Halfpipe,3,,
김다은,235623,2024-02-16,Calgary,,Qualification,Freeski Halfpipe,10,,
이진복,229490,2024-02-16,Alpensia Cross-Country Center,,Far East Cup,10 km F,7,120.40,36
장유진,203633,2024-02-16,Calgary,,Qualification,Freeski Halfpipe,11,,
문희성,239278,2024-02-16,Calgary,,Qualification,Freeski Halfpipe,16,,
제상미,195562,2024-02-16,Alpensia Cross-Country Center,,Far East Cup,5 km F,4,181.98,50
이건용,154934,2024-02-16,Alpensia Cross-Country Center,,Far East Cup,10 km F,9,132.23,29
박제윤,154866,2024-02-16,Yong Pyong,,National Championships,Slalom,2,22.70,
박제윤,154866,2024-02-16,Yong Pyong,,FIS,Slalom,1,23.00,
이지예,212563,2024-02-16,Alpensia Cross-Country Center,,Far East Cup,5 km F,5,184.91,45
정종원,136287,2024-02-16,Alpensia Cross-Country Center,,Far East Cup,10 km F,5,110.72,45
이의진,221223,2024-02-16,Alpensia Cross-Country Center,,Far East Cup,5 km F,3,156.45,60
이나윤,212759,2024-02-15,Pheonix PyeongChang,,FIS,Halfpipe,DNS,,
정종원,136287,2024-02-15,Alpensia Cross-Country Center,,Far East Cup,10 km C,7,90.64,36
이승훈,235622,2024-02-15,Calgary,,Qualification,Freeski Halfpipe,2,,
이건용,154934,2024-02-15,Alpensia Cross-Country Center,,Far East Cup,10 km C,8,106.98,32
이승훈,235622,2024-02-15,Calgary,,World Cup,Freeski Halfpipe,4,581.60,50.00
제상미,195562,2024-02-15,Alpensia Cross-Country Center,,Far East Cup,5 km C,3,152.99,60
신영섭,233691,2024-02-15,Pheonix PyeongChang,,FIS,Freeski Halfpipe,5,19.10,
문희성,239278,2024-02-15,Calgary,,World Cup,Freeski Halfpipe,DNS,,
문희성,239278,2024-02-15,Calgary,,Qualification,Freeski Halfpipe,DNS,,
이진복,229490,2024-02-15,Alpensia Cross-Country Center,,Far East Cup,10 km C,5,68.50,45
김소희,177571,2024-02-15,Yong Pyong,,National Championships,Slalom,DNF1,,
이지예,212563,2024-02-15,Alpensia Cross-Country Center,,Far East Cup,5 km C,5,195.15,45
장유진,203633,2024-02-15,Calgary,,Qualification,Freeski Halfpipe,15,,
김다은,235623,2024-02-15,Calgary,,Qualification,Freeski Halfpipe,8,,
김다은,235623,2024-02-15,Calgary,,World Cup,Freeski Halfpipe,8,244.40,32.00
장유진,203633,2024-02-15,Calgary,,World Cup,Freeski Halfpipe,15,0.80,16.00
김소희,177571,2024-02-14,Yong Pyong,,National Championships,Giant Slalom,1,48.64,
박제윤,154866,2024-02-14,Yong Pyong,,National Championships,Giant Slalom,2,41.23,
이나윤,212759,2024-02-10,Calgary,,World Cup,Halfpipe,15,23.50,16.00
김건희,261977,2024-02-10,Calgary,,World Cup,Halfpipe,21,76.30,10.00
이지오,261333,2024-02-10,Calgary,,World Cup,Halfpipe,4,577.50,50.00
이나윤,212759,2024-02-09,Calgary,,Qualification,Halfpipe,15,,
김건희,261977,2024-02-09,Calgary,,Qualification,Halfpipe,21,,
이지오,261333,2024-02-09,Calgary,,Qualification,Halfpipe,9,,
박제윤,154866,2024-02-08,Yong Pyong,,Far East Cup,Slalom,4,29.70,50
장선웅,270266,2024-02-08,Planica,,FIS Junior World Ski Championships,Normal Hill HS102,44,,
김소희,177571,2024-02-08,Yong Pyong,,Far East Cup,Slalom,3,25.90,60
박제윤,154866,2024-02-07,Yong Pyong,,Far East Cup,Slalom,3,22.85,60
김소희,177571,2024-02-07,Yong Pyong,,Far East Cup,Slalom,4,34.64,50
신영섭,233691,2024-02-06,Pheonix PyeongChang,,FIS,Freeski Slopestyle,7,16.00,
신영섭,233691,2024-02-05,Pheonix PyeongChang,,FIS,Freeski Big Air,13,4.60,
제상미,195562,2024-02-04,Shiramine,,Far East Cup,10 km F,4,175.30,50
우수빈,229485,2024-02-04,Gudauri,,World Cup,Snowboard Cross,22,,11.00
정종원,136287,2024-02-04,Shiramine,,Far East Cup,10 km F,14,85.16,18
김건희,261977,2024-02-03,Mammoth Mountain,,World Cup,Halfpipe,DNS,,
이윤승,252896,2024-02-03,Deer Valley,,World Cup,Dual Moguls,49,15.80,
이나윤,212759,2024-02-03,Mammoth Mountain,,World Cup,Halfpipe,19,15.90,12.00
정대윤,229480,2024-02-03,Deer Valley,,World Cup,Dual Moguls,17,140.00,14.00
우수빈,229485,2024-02-03,Gudauri,,World Cup,Snowboard Cross,22,,11.00
장유진,203633,2024-02-02,Mammoth Mountain,,World Cup,Freeski Halfpipe,10,168.90,26.00
김소희,177571,2024-02-02,Yong pyong,,Far East Cup,Slalom,DNF2,,
이승훈,235622,2024-02-02,Mammoth Mountain,,World Cup,Freeski Halfpipe,12,206.30,22.00
윤신이,258758,2024-02-02,High1resort,,National Championships,Moguls,1,50.00,
김다은,235623,2024-02-02,Mammoth Mountain,,World Cup,Freeski Halfpipe,8,255.80,32.00
우수빈,229485,2024-02-02,Gudauri,,Qualification,Snowboard Cross,22,,
이지오,261333,2024-02-01,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Halfpipe,5,131.90,
정종원,136287,2024-02-01,Hakuba,,National Championships,10 km C Mst,DNF,,
이윤승,252896,2024-02-01,Deer Valley,,World Cup,Moguls,40,18.50,
제상미,195562,2024-02-01,Hakuba,,National Championships,10 km C Mst,20,303.85,
정대윤,229480,2024-02-01,Deer Valley,,World Cup,Moguls,46,16.70,
김소희,177571,2024-02-01,Yong pyong,,Far East Cup,Slalom,1,22.43,100
이채운,239112,2024-02-01,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Halfpipe,1,290.00,
문희성,239278,2024-01-31,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Freeski Halfpipe,10,30.10,
김소희,177571,2024-01-31,Yong Pyong,,FIS,Slalom,2,28.32,
김건희,261977,2024-01-30,Mammoth Mountain,,Qualification,Halfpipe,DNS,,
이나윤,212759,2024-01-30,Mammoth Mountain,,Qualification,Halfpipe,19,,
장유진,203633,2024-01-30,Mammoth Mountain,,Qualification,Freeski Halfpipe,10,,
이승훈,235622,2024-01-30,Mammoth Mountain,,Qualification,Freeski Halfpipe,7,,
김다은,235623,2024-01-30,Mammoth Mountain,,Qualification,Freeski Halfpipe,8,,
이채운,239112,2024-01-28,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Big Air,DNS,,
정대윤,229480,2024-01-27,Waterville,,World Cup,Dual Moguls,23,80.00,8.00
윤신이,258758,2024-01-27,Gangwon/Jeongseon High 1,,Youth Olympic Winter Games,Dual Moguls,14,46.80,
이채운,239112,2024-01-27,Gangwon/Welli Hilli,,Qualification,Big Air,DNS,,
이윤승,252896,2024-01-27,Gangwon/Jeongseon High 1,,Youth Olympic Winter Games,Dual Moguls,1,120.00,
이윤승,252896,2024-01-26,Gangwon/Jeongseon High 1,,Youth Olympic Winter Games,Dual Moguls Team,2,,
정대윤,229480,2024-01-26,Waterville,,World Cup,Moguls,46,16.70,
윤신이,258758,2024-01-26,Gangwon/Jeongseon High 1,,Youth Olympic Winter Games,Dual Moguls Team,2,,
이채운,239112,2024-01-25,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Slopestyle,1,200.00,
이동헌,239111,2024-01-25,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Slopestyle,23,0.10,
유승은,261339,2024-01-24,Gangwon/Welli Hilli,,Youth Olympic Winter Games,Slopestyle,DNS,,
이동헌,239111,2024-01-20,Laax,,World Cup,Slopestyle,59,0.20,
이채운,239112,2024-01-20,Laax,,World Cup,Halfpipe,7,384.10,36.00
정대윤,229480,2024-01-20,Val St. Come,,World Cup,Dual Moguls,8,320.00,32.00
김건희,261977,2024-01-20,Laax,,World Cup,Halfpipe,21,144.10,10.00
최가온,264594,2024-01-20,Laax,,World Cup,Halfpipe,6,404.60,40.00
장선웅,270266,2024-01-20,Gangwon,,Youth Olympic Winter Games,Normal Hill HS109,23,,
이지오,261333,2024-01-20,Laax,,World Cup,Halfpipe,23,131.00,8.00
정대윤,229480,2024-01-19,Val St. Come,,World Cup,Moguls,14,180.00,18.00
이동헌,239111,2024-01-16,Laax,,Qualification,Slopestyle,30,,
정동현,93945,2024-01-14,Wengen,,World Cup,Slalom,DNS1,,
정종원,136287,2024-01-08,Alpensia Cross-Country Center,,National Championships,SP 1.2 km C Final,10,,
이지예,212563,2024-01-08,Alpensia Cross-Country Center,,National Championships,SP 1.2 km C Qual,5,405.31,
이지예,212563,2024-01-08,Alpensia Cross-Country Center,,National Championships,SP 1.2 km C Final,4,,
이건용,154934,2024-01-08,Alpensia Cross-Country Center,,National Championships,SP 1.2 km C Final,4,,
이건용,154934,2024-01-08,Alpensia Cross-Country Center,,National Championships,SP 1.2 km C Qual,2,315.54,
이건용,154934,2024-01-07,Alpensia Cross-Country Center,,National Championships,30 km F Pursuit,3 (4),135.90,
정동현,93945,2024-01-07,Adelboden,,World Cup,Slalom,DNF1,,
이지예,212563,2024-01-07,Alpensia Cross-Country Center,,National Championships,15 km F Pursuit,5 (6),189.47,
이지예,212563,2024-01-06,Alpensia Cross-Country Center,,National Championships,10 km C,6,198.04,
이윤승,252896,2023-12-23,Bakuriani,,World Cup,Dual Moguls,41,18.20,
정대윤,229480,2023-12-23,Bakuriani,,World Cup,Dual Moguls,12,220.00,22.00
이윤승,252896,2023-12-22,Bakuriani,,World Cup,Moguls,40,18.50,
정대윤,229480,2023-12-22,Bakuriani,,World Cup,Moguls,16,150.00,15.00
이지예,212563,2023-12-17,Alpensia Biathlon Center,,Far East Cup,5 km F,14,202.34,18
우수빈,229485,2023-12-17,Cervinia,,World Cup,Snowboard Cross Team,16,,17.00
이윤승,252896,2023-12-16,Alpe d'Huez,,World Cup,Dual Moguls,47,16.40,
이채운,239112,2023-12-16,Copper Mountain,,World Cup,Halfpipe,2,827.40,80.00
정대윤,229480,2023-12-16,Alpe d'Huez,,World Cup,Dual Moguls,25,60.00,6.00
장선웅,270266,2023-12-16,Notodden,,FIS Cup,Normal Hill HS98,28,,
우수빈,229485,2023-12-16,Cervinia,,World Cup,Snowboard Cross,29,36.00,4.00
이지오,261333,2023-12-16,Copper Mountain,,World Cup,Halfpipe,18,146.00,13.00
김건희,261977,2023-12-16,Copper Mountain,,World Cup,Halfpipe,22,112.20,9.00
이지예,212563,2023-12-16,Alpensia Biathlon Center,,Far East Cup,5 km C,14,260.15,18
최가온,264594,2023-12-16,Copper Mountain,,World Cup,Halfpipe,1,800.00,100.00
이승훈,235622,2023-12-15,Copper Mountain,,World Cup,Freeski Halfpipe,12,219.50,22.00
이동헌,239111,2023-12-15,Copper Mountain,,World Cup,Big Air,19,178.10,12.00
이윤승,252896,2023-12-15,Alpe d'Huez,,World Cup,Moguls,37,19.40,
정대윤,229480,2023-12-15,Alpe d'Huez,,World Cup,Moguls,17,140.00,14.00
문희성,239278,2023-12-15,Copper Mountain,,World Cup,Freeski Halfpipe,26,73.00,5.00
장유진,203633,2023-12-15,Copper Mountain,,World Cup,Freeski Halfpipe,19,0.60,12.00
김다은,235623,2023-12-15,Copper Mountain,,World Cup,Freeski Halfpipe,9,237.00,29.00
장선웅,270266,2023-12-15,Notodden,,FIS Cup,Normal Hill HS98,57,,
최가온,264594,2023-12-14,Copper Mountain,,Qualification,Halfpipe,1,,
김건희,261977,2023-12-14,Copper Mountain,,Qualification,Halfpipe,10,,
이채운,239112,2023-12-14,Copper Mountain,,Qualification,Halfpipe,3,,
이윤승,252896,2023-12-14,Alpe d'Huez,,Qualification,Moguls,37,,
이지오,261333,2023-12-14,Copper Mountain,,Qualification,Halfpipe,11,,
정대윤,229480,2023-12-14,Alpe d'Huez,,Qualification,Moguls,17,,
이승훈,235622,2023-12-13,Copper Mountain,,Qualification,Freeski Halfpipe,7,,
장유진,203633,2023-12-13,Copper Mountain,,Qualification,Freeski Halfpipe,19,,
이동헌,239111,2023-12-13,Copper Mountain,,Qualification,Big Air,10,,
김다은,235623,2023-12-13,Copper Mountain,,Qualification,Freeski Halfpipe,9,,
문희성,239278,2023-12-13,Copper Mountain,,Qualification,Freeski Halfpipe,15,,
장선웅,270266,2023-12-10,Kandersteg,,FIS Cup,Normal Hill HS106,44,,
문희성,239278,2023-12-09,Secret Garden,,World Cup,Freeski Halfpipe,24,31.20,7.00
장선웅,270266,2023-12-09,Kandersteg,,FIS Cup,Normal Hill HS106,25,,
이승훈,235622,2023-12-09,Secret Garden,,World Cup,Freeski Halfpipe,5,391.10,45.00
윤신이,258758,2023-12-09,Idre Fjäll,,World Cup,Dual Moguls,33,24.00,
이동헌,239111,2023-12-09,Edmonton,,World Cup,Big Air,10,285.90,26.00
정대윤,229480,2023-12-09,Idre Fjäll,,World Cup,Dual Moguls,20,110.00,11.00
이윤승,252896,2023-12-09,Idre Fjäll,,World Cup,Dual Moguls,35,20.00,
장유진,203633,2023-12-09,Secret Garden,,World Cup,Freeski Halfpipe,12,62.50,22.00
김다은,235623,2023-12-09,Secret Garden,,World Cup,Freeski Halfpipe,DNS,,
이윤승,252896,2023-12-08,Idre Fjäll,,World Cup,Moguls,37,19.40,
이지오,261333,2023-12-08,Secret Garden,,World Cup,Halfpipe,16,123.00,15.00
윤신이,258758,2023-12-08,Idre Fjäll,,World Cup,Moguls,29,36.00,2.00
이동헌,239111,2023-12-08,Edmonton,,Qualification,Big Air,3,,
정대윤,229480,2023-12-08,Idre Fjäll,,World Cup,Moguls,18,130.00,13.00
정동현,93945,2023-12-08,Wanglong Ski Resrort,,Far East Cup,Slalom,1,17.84,100
이채운,239112,2023-12-08,Secret Garden,,World Cup,Halfpipe,3,685.70,60.00
김건희,261977,2023-12-08,Secret Garden,,World Cup,Halfpipe,26,10.40,5.00
윤신이,258758,2023-12-07,Idre Fjäll,,Qualification,Moguls,29,,
장유진,203633,2023-12-07,Secret Garden,,Qualification,Freeski Halfpipe,12,,
이승훈,235622,2023-12-07,Secret Garden,,Qualification,Freeski Halfpipe,7,,
김다은,235623,2023-12-07,Secret Garden,,Qualification,Freeski Halfpipe,DNS,,
정동현,93945,2023-12-07,Wanglong Ski Resrort,,Far East Cup,Slalom,1,18.03,100
문희성,239278,2023-12-07,Secret Garden,,Qualification,Freeski Halfpipe,24,,
김건희,261977,2023-12-06,Secret Garden,,Qualification,Halfpipe,26,,
정동현,93945,2023-12-06,Wanglong Ski Resrort,,Far East Cup,Giant Slalom,1,23.29,100
이채운,239112,2023-12-06,Secret Garden,,Qualification,Halfpipe,6,,
이지오,261333,2023-12-06,Secret Garden,,Qualification,Halfpipe,16,,
김동우,163740,2023-12-06,Wanglong Ski Resrort,,Far East Cup,Giant Slalom,DNF1,,
김동우,163740,2023-12-05,Wanglong Ski Resrort,,Far East Cup,Giant Slalom,20,52.31,11
정동현,93945,2023-12-05,Wanglong Ski Resrort,,Far East Cup,Giant Slalom,1,24.16,100
우수빈,229485,2023-12-03,Les Deux Alpes,,World Cup,Snowboard Cross,35,,
우수빈,229485,2023-12-03,Les Deux Alpes,,Qualification,Snowboard Cross,35,,
정대윤,229480,2023-12-02,Ruka,,World Cup,Moguls,12,220.00,22.00
이윤승,252896,2023-12-02,Ruka,,World Cup,Moguls,50,15.50,
이동헌,239111,2023-12-02,Beijing,,World Cup,Big Air,9,304.00,29.00
이채운,239112,2023-12-02,Beijing,,World Cup,Big Air,6,435.20,40.00
우수빈,229485,2023-12-02,Les Deux Alpes,,World Cup,Snowboard Cross Team,16,,17.00
윤신이,258758,2023-12-02,Ruka,,World Cup,Moguls,28,40.00,3.00
정동현,93945,2023-12-02,Wanglong Ski Resort,,FIS,Giant Slalom,1,25.28,
이동헌,239111,2023-12-01,Beijing,,Qualification,Big Air,1,,
이채운,239112,2023-12-01,Beijing,,Qualification,Big Air,5,,
정동현,93945,2023-12-01,Wanglong Ski Resort,,FIS,Slalom,1,23.00,
정동현,93945,2023-11-30,Wanglong Ski Resort,,FIS,Slalom,1,23.00,
정동현,93945,2023-11-28,Wanglong Ski Resort,,FIS,Giant Slalom,1,26.56,
이윤승,252896,2023-11-05,Hintertux,,FIS,Moguls,9,37.70,
정대윤,229480,2023-11-05,Hintertux,,FIS,Moguls,8,41.60,
이동헌,239111,2023-10-21,Chur,,Qualification,Big Air,23,,
이동헌,239111,2023-10-21,Chur,,World Cup,Big Air,43,55.80,
유승은,261339,2023-09-29,Cardrona,,Australian New Zealand Cup,Slopestyle,2,179.60,80.00
신영섭,233691,2023-09-29,Cardrona,,Australian New Zealand Cup,Freeski Slopestyle,25,9.90,6.00
장선웅,270266,2023-09-17,Einsiedeln,,FIS Cup,Large Hill HS117,56,,
장선웅,270266,2023-09-16,Einsiedeln,,FIS Cup,Large Hill HS117,49,,
유승은,261339,2023-09-04,Cardrona,,FIS Junior World Championships,Big Air,2,198.00,
이채운,239112,2023-09-04,Cardrona,,FIS Junior World Championships,Big Air,6,159.20,
신영섭,233691,2023-09-04,Cardrona,,FIS Junior World Ski Championships,Freeski Big Air,31,24.90,
이동헌,239111,2023-09-04,Cardrona,,FIS Junior World Championships,Big Air,18,66.10,
신영섭,233691,2023-09-03,Cardrona,,Qualification,Freeski Big Air,18,,
이동헌,239111,2023-09-02,Cardrona,,Qualification,Big Air,10,,
유승은,261339,2023-09-02,Cardrona,,Qualification,Big Air,4,,
이채운,239112,2023-09-02,Cardrona,,Qualification,Big Air,4,,
이동헌,239111,2023-08-30,Cardrona,,FIS Junior World Championships,Slopestyle,9,114.80,
이채운,239112,2023-08-30,Cardrona,,FIS Junior World Championships,Slopestyle,4,213.20,
신영섭,233691,2023-08-30,Cardrona,,FIS Junior World Ski Championships,Freeski Slopestyle,45,12.10,
유승은,261339,2023-08-30,Cardrona,,FIS Junior World Championships,Slopestyle,8,79.70,
신영섭,233691,2023-08-29,Cardrona,,Qualification,Freeski Slopestyle,23,,
이동헌,239111,2023-08-28,Cardrona,,Qualification,Slopestyle,3,,
유승은,261339,2023-08-28,Cardrona,,Qualification,Slopestyle,4,,
이채운,239112,2023-08-28,Cardrona,,Qualification,Slopestyle,1,,
유승은,261339,2023-08-12,The Remarkables,,Australian New Zealand Cup,Slopestyle,2,126.50,80.00
이채운,239112,2023-08-12,The Remarkables,,Australian New Zealand Cup,Slopestyle,15,18.00,16.00
이동헌,239111,2023-08-12,The Remarkables,,Australian New Zealand Cup,Slopestyle,1,160.00,100.00
이지오,261333,2023-04-21,Kitzsteinhorn,,European Cup,Slopestyle,DNS,,
이지오,261333,2023-04-19,Kitzsteinhorn,,European Cup,Halfpipe,3,78.20,60.00
김건희,261977,2023-04-19,Kitzsteinhorn,,European Cup,Halfpipe,4,62.80,50.00
이지오,261333,2023-04-18,Kitzsteinhorn,,European Cup,Halfpipe,6,69.10,40.00
김건희,261977,2023-04-18,Kitzsteinhorn,,European Cup,Halfpipe,4,106.60,50.00
윤신이,258758,2023-04-02,Duved-Are,,National Championships,Dual Moguls,3,66.00,
윤신이,258758,2023-04-01,Duved-Are,,National Championships,Moguls,4,55.00,
최가온,264594,2023-03-29,Copper Mountain,,Nor-Am Cup,Halfpipe,DNS,,
이동헌,239111,2023-03-26,Silvaplana,,World Cup,Slopestyle,25,105.60,6.00
우수빈,229485,2023-03-26,Mt. St. Anne,,World Cup,Snowboard Cross,13,200.00,20.00
윤신이,258758,2023-03-25,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Dual Moguls,12,79.20,
이동헌,239111,2023-03-25,Silvaplana,,Qualification,Slopestyle,14,,
윤신이,258758,2023-03-24,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Dual Moguls Team,10,,
윤신이,258758,2023-03-23,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Moguls,28,14.40,
우수빈,229485,2023-03-21,Mt. Orignal,,Junior,Snowboard Cross,1,100.00,
이채운,239112,2023-03-20,Mottolino Livigno,,European Cup,Slopestyle,16,51.30,15.00
우수빈,229485,2023-03-20,Mt. Orignal,,Nor-Am Cup,Snowboard Cross,6,64.00,40.00
김건희,261977,2023-03-19,Ajigasawa,,National Championships,Halfpipe,13,66.80,
이지오,261333,2023-03-19,Laax,,National Junior Championships,Halfpipe,1,50.00,
문희성,239278,2023-03-18,Laax,,European Cup Premium,Freeski Halfpipe,5,68.30,90.00
김다은,235623,2023-03-18,Laax,,European Cup Premium,Freeski Halfpipe,4,0.40,100.00
이승훈,235622,2023-03-18,Laax,,European Cup Premium,Freeski Halfpipe,2,122.50,160.00
이나윤,212759,2023-03-18,Laax,,European Cup Premium,Halfpipe,4,94.20,100.00
이지오,261333,2023-03-18,Laax,,European Cup Premium,Halfpipe,5,54.60,90.00
이채운,239112,2023-03-17,Laax,,European Cup Premium,Slopestyle,13,103.30,40.00
이동헌,239111,2023-03-17,Laax,,European Cup Premium,Slopestyle,57,45.70,
